pollscore,state,end_date,population,candidate_name,pct
-1.1,Pennsylvania,2024-08-23,a,Donald Trump,41.0
-1.1,Pennsylvania,2024-08-23,lv,Kamala Harris,48.0
-1.1,Pennsylvania,2024-08-23,lv,Donald Trump,46.0
-1.1,Wisconsin,2024-08-23,a,Kamala Harris,48.0
-1.1,Wisconsin,2024-08-23,a,Donald Trump,42.0
-1.1,Wisconsin,2024-08-23,lv,Kamala Harris,51.0
-1.1,Wisconsin,2024-08-23,lv,Donald Trump,46.0
-1.1,Wisconsin,2024-08-23,a,Kamala Harris,45.0
-1.1,Wisconsin,2024-08-23,a,Donald Trump,40.0
-1.1,Wisconsin,2024-08-23,lv,Kamala Harris,49.0
-1.1,Wisconsin,2024-08-23,lv,Donald Trump,45.0
-1.1,Michigan,2024-08-23,a,Kamala Harris,44.0
-1.1,Michigan,2024-08-23,a,Donald Trump,43.5
-1.1,Michigan,2024-08-23,lv,Kamala Harris,47.0
-1.1,Michigan,2024-08-23,lv,Donald Trump,48.0
-1.1,Michigan,2024-08-23,a,Kamala Harris,44.0
-1.1,Michigan,2024-08-23,a,Donald Trump,41.5
-1.1,Michigan,2024-08-23,lv,Kamala Harris,47.0
-1.1,Michigan,2024-08-23,lv,Donald Trump,46.0
0.0,Texas,2024-08-22,rv,Kamala Harris,42.0
0.0,Texas,2024-08-22,rv,Donald Trump,45.0
0.0,Texas,2024-08-22,rv,Kamala Harris,44.0
0.0,Texas,2024-08-22,rv,Donald Trump,49.0
0.0,Florida,2024-08-22,rv,Kamala Harris,45.0
0.0,Florida,2024-08-22,rv,Donald Trump,48.0
0.0,Florida,2024-08-22,rv,Kamala Harris,47.0
0.0,Florida,2024-08-22,rv,Donald Trump,51.0
-1.1,New Mexico,2024-08-22,rv,Kamala Harris,53.6
-1.1,New Mexico,2024-08-22,rv,Donald Trump,46.4
-1.1,New Mexico,2024-08-22,rv,Kamala Harris,51.0
-1.1,New Mexico,2024-08-22,rv,Donald Trump,40.2
,Virginia,2024-08-22,rv,Kamala Harris,48.6
,Virginia,2024-08-22,rv,Donald Trump,45.8
-0.4,Michigan,2024-08-22,rv,Kamala Harris,46.4
-0.4,Michigan,2024-08-22,rv,Donald Trump,44.1
-0.4,Michigan,2024-08-22,lv,Kamala Harris,48.4
-0.4,Michigan,2024-08-22,lv,Donald Trump,46.0
-0.4,Michigan,2024-08-22,rv,Kamala Harris,43.7
-0.4,Michigan,2024-08-22,rv,Donald Trump,41.9
-0.4,Michigan,2024-08-22,lv,Kamala Harris,46.8
-0.4,Michigan,2024-08-22,lv,Donald Trump,44.8
-0.3,,2024-08-22,rv,Kamala Harris,48.0
-0.3,,2024-08-22,rv,Donald Trump,44.0
-0.3,,2024-08-22,lv,Kamala Harris,50.0
-0.3,,2024-08-22,lv,Donald Trump,45.0
-0.4,,2024-08-22,lv,Kamala Harris,49.0
-0.4,,2024-08-22,lv,Donald Trump,49.0
-0.4,,2024-08-22,lv,Kamala Harris,48.0
-0.4,,2024-08-22,lv,Donald Trump,46.0
,,2024-08-22,lv,Kamala Harris,52.0
,,2024-08-22,lv,Donald Trump,48.0
,,2024-08-22,lv,Kamala Harris,50.0
,,2024-08-22,lv,Donald Trump,44.0
-1.1,,2024-08-22,a,Kamala Harris,44.0
-1.1,,2024-08-22,a,Donald Trump,40.0
,Pennsylvania,2024-08-22,lv,Kamala Harris,51.1
,Pennsylvania,2024-08-22,lv,Donald Trump,48.9
,Ohio,2024-08-22,lv,Kamala Harris,43.8
,Ohio,2024-08-22,lv,Donald Trump,56.2
,Missouri,2024-08-22,lv,Kamala Harris,41.3
,Missouri,2024-08-22,lv,Donald Trump,58.7
0.4,,2024-08-21,lv,Kamala Harris,47.0
0.4,,2024-08-21,lv,Donald Trump,44.0
-1.3,North Carolina,2024-08-21,rv,Kamala Harris,46.0
-1.3,North Carolina,2024-08-21,rv,Donald Trump,45.0
-1.3,North Carolina,2024-08-21,lv,Kamala Harris,47.0
-1.3,North Carolina,2024-08-21,lv,Donald Trump,47.0
,,2024-08-21,a,Kamala Harris,44.0
,,2024-08-21,a,Donald Trump,39.0
,,2024-08-21,rv,Kamala Harris,47.0
,,2024-08-21,rv,Donald Trump,39.0
-0.3,,2024-08-21,rv,Kamala Harris,48.0
-0.3,,2024-08-21,rv,Donald Trump,45.0
-0.3,,2024-08-21,lv,Kamala Harris,49.0
-0.3,,2024-08-21,lv,Donald Trump,46.0
-0.1,Michigan,2024-08-21,lv,Kamala Harris,44.0
-0.1,Michigan,2024-08-21,lv,Donald Trump,43.0
-0.1,Michigan,2024-08-21,lv,Kamala Harris,46.0
-0.1,Michigan,2024-08-21,lv,Donald Trump,48.0
-0.1,Pennsylvania,2024-08-21,lv,Kamala Harris,43.0
-0.1,Pennsylvania,2024-08-21,lv,Donald Trump,43.0
-0.1,Pennsylvania,2024-08-21,lv,Kamala Harris,46.0
-0.1,Pennsylvania,2024-08-21,lv,Donald Trump,47.0
-0.1,Wisconsin,2024-08-21,lv,Kamala Harris,47.0
-0.1,Wisconsin,2024-08-21,lv,Donald Trump,42.0
-0.1,Wisconsin,2024-08-21,lv,Kamala Harris,49.0
-0.1,Wisconsin,2024-08-21,lv,Donald Trump,45.0
0.3,Wisconsin,2024-08-21,lv,Kamala Harris,48.0
0.3,Wisconsin,2024-08-21,lv,Donald Trump,45.0
,New York,2024-08-21,lv,Kamala Harris,58.3
,New York,2024-08-21,lv,Donald Trump,41.7
-0.3,,2024-08-20,rv,Kamala Harris,47.0
-0.3,,2024-08-20,rv,Donald Trump,45.0
-0.3,,2024-08-20,lv,Kamala Harris,49.0
-0.3,,2024-08-20,lv,Donald Trump,46.0
-1.1,,2024-08-20,rv,Kamala Harris,46.0
-1.1,,2024-08-20,rv,Donald Trump,43.0
-0.6,,2024-08-20,rv,Kamala Harris,50.0
-0.6,,2024-08-20,rv,Donald Trump,43.0
-0.3,Maryland,2024-08-20,lv,Kamala Harris,59.0
-0.3,Maryland,2024-08-20,lv,Donald Trump,29.0
-0.3,Maryland,2024-08-20,lv,Kamala Harris,64.0
-0.3,Maryland,2024-08-20,lv,Donald Trump,32.0
0.2,Arizona,2024-08-20,lv,Kamala Harris,47.6
0.2,Arizona,2024-08-20,lv,Donald Trump,48.7
0.2,Arizona,2024-08-20,lv,Kamala Harris,46.1
0.2,Arizona,2024-08-20,lv,Donald Trump,46.4
0.2,Georgia,2024-08-20,lv,Kamala Harris,48.9
0.2,Georgia,2024-08-20,lv,Donald Trump,49.3
0.2,Georgia,2024-08-20,lv,Kamala Harris,46.8
0.2,Georgia,2024-08-20,lv,Donald Trump,48.1
0.2,North Carolina,2024-08-20,lv,Kamala Harris,47.2
0.2,North Carolina,2024-08-20,lv,Donald Trump,47.4
0.2,North Carolina,2024-08-20,lv,Kamala Harris,46.5
0.2,North Carolina,2024-08-20,lv,Donald Trump,45.1
0.2,Pennsylvania,2024-08-20,lv,Kamala Harris,48.2
0.2,Pennsylvania,2024-08-20,lv,Donald Trump,47.2
0.2,Pennsylvania,2024-08-20,lv,Kamala Harris,46.3
0.2,Pennsylvania,2024-08-20,lv,Donald Trump,45.0
0.2,Wisconsin,2024-08-20,lv,Kamala Harris,47.9
0.2,Wisconsin,2024-08-20,lv,Donald Trump,45.2
0.2,Wisconsin,2024-08-20,lv,Kamala Harris,46.3
0.2,Wisconsin,2024-08-20,lv,Donald Trump,42.4
-0.3,Pennsylvania,2024-08-19,lv,Kamala Harris,46.0
-0.3,Pennsylvania,2024-08-19,lv,Donald Trump,46.6
-0.3,,2024-08-19,rv,Kamala Harris,47.0
-0.3,,2024-08-19,rv,Donald Trump,44.0
-0.3,,2024-08-19,lv,Kamala Harris,49.0
-0.3,,2024-08-19,lv,Donald Trump,45.0
-0.3,New Hampshire,2024-08-19,lv,Kamala Harris,50.0
-0.3,New Hampshire,2024-08-19,lv,Donald Trump,43.0
-0.3,New Hampshire,2024-08-19,lv,Kamala Harris,52.0
-0.3,New Hampshire,2024-08-19,lv,Donald Trump,47.0
-0.3,Vermont,2024-08-19,lv,Kamala Harris,67.0
-0.3,Vermont,2024-08-19,lv,Donald Trump,27.0
-0.3,Vermont,2024-08-19,lv,Kamala Harris,70.0
-0.3,Vermont,2024-08-19,lv,Donald Trump,29.0
-0.3,Maine,2024-08-19,lv,Kamala Harris,55.0
-0.3,Maine,2024-08-19,lv,Donald Trump,38.0
-0.3,Maine,2024-08-19,lv,Kamala Harris,58.0
-0.3,Maine,2024-08-19,lv,Donald Trump,41.0
-0.3,Maine CD-1,2024-08-19,lv,Kamala Harris,62.0
-0.3,Maine CD-1,2024-08-19,lv,Donald Trump,33.0
-0.3,Maine CD-1,2024-08-19,lv,Kamala Harris,64.0
-0.3,Maine CD-1,2024-08-19,lv,Donald Trump,36.0
-0.3,Maine CD-2,2024-08-19,lv,Kamala Harris,49.0
-0.3,Maine CD-2,2024-08-19,lv,Donald Trump,44.0
-0.3,Maine CD-2,2024-08-19,lv,Kamala Harris,52.0
-0.3,Maine CD-2,2024-08-19,lv,Donald Trump,47.0
,California,2024-08-19,lv,Kamala Harris,65.3
,California,2024-08-19,lv,Donald Trump,34.7
,,2024-08-18,rv,Kamala Harris,49.0
,,2024-08-18,rv,Donald Trump,47.0
,,2024-08-18,lv,Kamala Harris,50.0
,,2024-08-18,lv,Donald Trump,48.0
-0.3,,2024-08-18,rv,Kamala Harris,48.0
-0.3,,2024-08-18,rv,Donald Trump,44.0
-0.3,,2024-08-18,lv,Kamala Harris,49.0
-0.3,,2024-08-18,lv,Donald Trump,45.0
1.7,,2024-08-18,a,Kamala Harris,40.8
1.7,,2024-08-18,a,Donald Trump,36.7
1.7,,2024-08-18,rv,Kamala Harris,44.0
1.7,,2024-08-18,rv,Donald Trump,39.7
1.7,,2024-08-18,lv,Kamala Harris,46.2
1.7,,2024-08-18,lv,Donald Trump,41.6
-0.3,,2024-08-17,rv,Kamala Harris,48.0
-0.3,,2024-08-17,rv,Donald Trump,44.0
-0.3,,2024-08-17,lv,Kamala Harris,49.0
-0.3,,2024-08-17,lv,Donald Trump,45.0
-0.6,Nebraska CD-2,2024-08-17,lv,Kamala Harris,50.0
-0.6,Nebraska CD-2,2024-08-17,lv,Donald Trump,42.0
0.6,Nebraska CD-2,2024-08-17,lv,Kamala Harris,47.0
0.6,Nebraska CD-2,2024-08-17,lv,Donald Trump,42.0
-1.1,,2024-08-16,lv,Kamala Harris,51.0
-1.1,,2024-08-16,lv,Donald Trump,48.0
-1.1,,2024-08-16,lv,Kamala Harris,49.0
-1.1,,2024-08-16,lv,Donald Trump,47.0
-0.3,,2024-08-16,rv,Kamala Harris,48.0
-0.3,,2024-08-16,rv,Donald Trump,44.0
-0.3,,2024-08-16,lv,Kamala Harris,50.0
-0.3,,2024-08-16,lv,Donald Trump,45.0
-0.4,Virginia,2024-08-16,lv,Kamala Harris,47.0
-0.4,Virginia,2024-08-16,lv,Donald Trump,44.0
-0.4,Virginia,2024-08-16,lv,Kamala Harris,45.0
-0.4,Virginia,2024-08-16,lv,Donald Trump,42.0
-0.4,Arizona,2024-08-16,rv,Kamala Harris,44.0
-0.4,Arizona,2024-08-16,rv,Donald Trump,47.0
-0.4,Arizona,2024-08-16,rv,Kamala Harris,43.0
-0.4,Arizona,2024-08-16,rv,Donald Trump,44.0
-1.1,Missouri,2024-08-16,lv,Kamala Harris,41.0
-1.1,Missouri,2024-08-16,lv,Donald Trump,54.0
,Pennsylvania,2024-08-16,lv,Kamala Harris,50.2
,Pennsylvania,2024-08-16,lv,Donald Trump,49.8
,Pennsylvania,2024-08-16,a,Kamala Harris,47.0
,Pennsylvania,2024-08-16,a,Donald Trump,47.0
,Pennsylvania,2024-08-16,rv,Kamala Harris,49.0
,Pennsylvania,2024-08-16,rv,Donald Trump,46.0
,Pennsylvania,2024-08-16,lv,Kamala Harris,48.2
,Pennsylvania,2024-08-16,lv,Donald Trump,46.9
,Michigan,2024-08-16,lv,Kamala Harris,53.1
,Michigan,2024-08-16,lv,Donald Trump,46.9
,Michigan,2024-08-16,a,Kamala Harris,50.0
,Michigan,2024-08-16,a,Donald Trump,42.0
,Michigan,2024-08-16,rv,Kamala Harris,50.0
,Michigan,2024-08-16,rv,Donald Trump,44.0
,Michigan,2024-08-16,lv,Kamala Harris,50.8
,Michigan,2024-08-16,lv,Donald Trump,43.8
,Georgia,2024-08-16,lv,Kamala Harris,48.0
,Georgia,2024-08-16,lv,Donald Trump,52.0
,Georgia,2024-08-16,a,Kamala Harris,46.0
,Georgia,2024-08-16,a,Donald Trump,47.0
,Georgia,2024-08-16,rv,Kamala Harris,46.0
,Georgia,2024-08-16,rv,Donald Trump,47.0
,Georgia,2024-08-16,lv,Kamala Harris,45.3
,Georgia,2024-08-16,lv,Donald Trump,49.4
,Arizona,2024-08-16,lv,Kamala Harris,48.6
,Arizona,2024-08-16,lv,Donald Trump,51.4
,Arizona,2024-08-16,a,Kamala Harris,42.0
,Arizona,2024-08-16,a,Donald Trump,46.0
,Arizona,2024-08-16,rv,Kamala Harris,45.0
,Arizona,2024-08-16,rv,Donald Trump,45.0
,Arizona,2024-08-16,lv,Kamala Harris,44.9
,Arizona,2024-08-16,lv,Donald Trump,45.9
,North Carolina,2024-08-16,lv,Kamala Harris,49.8
,North Carolina,2024-08-16,lv,Donald Trump,50.2
,North Carolina,2024-08-16,a,Kamala Harris,47.0
,North Carolina,2024-08-16,a,Donald Trump,43.0
,North Carolina,2024-08-16,rv,Kamala Harris,47.0
,North Carolina,2024-08-16,rv,Donald Trump,44.0
,North Carolina,2024-08-16,lv,Kamala Harris,47.0
,North Carolina,2024-08-16,lv,Donald Trump,45.6
,Wisconsin,2024-08-16,lv,Kamala Harris,52.5
,Wisconsin,2024-08-16,lv,Donald Trump,47.5
,Wisconsin,2024-08-16,a,Kamala Harris,50.0
,Wisconsin,2024-08-16,a,Donald Trump,43.0
,Wisconsin,2024-08-16,rv,Kamala Harris,50.0
,Wisconsin,2024-08-16,rv,Donald Trump,42.0
,Wisconsin,2024-08-16,lv,Kamala Harris,49.6
,Wisconsin,2024-08-16,lv,Donald Trump,44.0
,Nevada,2024-08-16,lv,Kamala Harris,53.7
,Nevada,2024-08-16,lv,Donald Trump,46.3
,Nevada,2024-08-16,a,Kamala Harris,49.0
,Nevada,2024-08-16,a,Donald Trump,39.0
,Nevada,2024-08-16,rv,Kamala Harris,49.0
,Nevada,2024-08-16,rv,Donald Trump,39.0
,Nevada,2024-08-16,lv,Kamala Harris,47.8
,Nevada,2024-08-16,lv,Donald Trump,42.4
-0.3,Texas,2024-08-16,lv,Kamala Harris,44.6
-0.3,Texas,2024-08-16,lv,Donald Trump,49.5
0.4,,2024-08-15,lv,Kamala Harris,45.0
0.4,,2024-08-15,lv,Donald Trump,44.0
-1.1,Pennsylvania,2024-08-15,lv,Kamala Harris,47.8
-1.1,Pennsylvania,2024-08-15,lv,Donald Trump,47.1
-1.1,Pennsylvania,2024-08-15,lv,Kamala Harris,43.4
-1.1,Pennsylvania,2024-08-15,lv,Donald Trump,44.3
,Wisconsin,2024-08-15,rv,Kamala Harris,47.8
,Wisconsin,2024-08-15,rv,Donald Trump,46.9
-0.3,,2024-08-15,rv,Kamala Harris,48.0
-0.3,,2024-08-15,rv,Donald Trump,44.0
-0.3,,2024-08-15,lv,Kamala Harris,49.0
-0.3,,2024-08-15,lv,Donald Trump,45.0
,California,2024-08-15,lv,Kamala Harris,57.0
,California,2024-08-15,lv,Donald Trump,37.0
,California,2024-08-15,lv,Donald Trump,36.0
-1.5,Nevada,2024-08-15,rv,Kamala Harris,46.0
-1.5,Nevada,2024-08-15,rv,Donald Trump,48.0
-1.5,Nevada,2024-08-15,lv,Kamala Harris,47.0
-1.5,Nevada,2024-08-15,lv,Donald Trump,48.0
-1.5,Nevada,2024-08-15,rv,Kamala Harris,42.0
-1.5,Nevada,2024-08-15,rv,Donald Trump,45.0
-1.5,Nevada,2024-08-15,lv,Kamala Harris,44.0
-1.5,Nevada,2024-08-15,lv,Donald Trump,46.0
0.4,Arizona,2024-08-15,lv,Kamala Harris,43.0
0.4,Arizona,2024-08-15,lv,Donald Trump,44.0
0.4,Florida,2024-08-15,lv,Kamala Harris,43.0
0.4,Florida,2024-08-15,lv,Donald Trump,48.0
0.4,Georgia,2024-08-15,lv,Kamala Harris,46.0
0.4,Georgia,2024-08-15,lv,Donald Trump,46.0
0.4,Michigan,2024-08-15,lv,Kamala Harris,44.0
0.4,Michigan,2024-08-15,lv,Donald Trump,45.0
0.4,Minnesota,2024-08-15,lv,Kamala Harris,47.0
0.4,Minnesota,2024-08-15,lv,Donald Trump,40.0
0.4,Nevada,2024-08-15,lv,Kamala Harris,42.0
0.4,Nevada,2024-08-15,lv,Donald Trump,43.0
0.4,New Mexico,2024-08-15,lv,Kamala Harris,47.0
0.4,New Mexico,2024-08-15,lv,Donald Trump,41.0
0.4,North Carolina,2024-08-15,lv,Kamala Harris,44.0
0.4,North Carolina,2024-08-15,lv,Donald Trump,47.0
0.4,Pennsylvania,2024-08-15,lv,Kamala Harris,46.0
0.4,Pennsylvania,2024-08-15,lv,Donald Trump,44.0
0.4,Wisconsin,2024-08-15,lv,Kamala Harris,48.0
0.4,Wisconsin,2024-08-15,lv,Donald Trump,44.0
,,2024-08-15,lv,Kamala Harris,53.0
,,2024-08-15,lv,Donald Trump,47.0
,,2024-08-15,lv,Kamala Harris,49.0
,,2024-08-15,lv,Donald Trump,43.0
-1.5,Arizona,2024-08-15,rv,Kamala Harris,49.0
-1.5,Arizona,2024-08-15,rv,Donald Trump,45.0
-1.5,Arizona,2024-08-15,lv,Kamala Harris,50.0
-1.5,Arizona,2024-08-15,lv,Donald Trump,45.0
-1.5,Arizona,2024-08-15,rv,Kamala Harris,45.0
-1.5,Arizona,2024-08-15,rv,Donald Trump,42.0
-1.5,Arizona,2024-08-15,lv,Kamala Harris,47.0
-1.5,Arizona,2024-08-15,lv,Donald Trump,43.0
0.6,,2024-08-15,lv,Kamala Harris,47.0
0.6,,2024-08-15,lv,Donald Trump,43.0
,Florida,2024-08-15,lv,Kamala Harris,45.9
,Florida,2024-08-15,lv,Donald Trump,54.1
-1.2,,2024-08-15,lv,Kamala Harris,49.0
-1.2,,2024-08-15,lv,Donald Trump,46.0
-1.2,,2024-08-15,lv,Kamala Harris,47.0
-1.2,,2024-08-15,lv,Donald Trump,43.0
-0.5,New Hampshire,2024-08-14,rv,Kamala Harris,51.0
-0.5,New Hampshire,2024-08-14,rv,Donald Trump,44.0
-1.1,Pennsylvania,2024-08-14,lv,Kamala Harris,49.3
-1.1,Pennsylvania,2024-08-14,lv,Donald Trump,50.7
-1.1,Pennsylvania,2024-08-14,lv,Kamala Harris,46.8
-1.1,Pennsylvania,2024-08-14,lv,Donald Trump,47.4
-1.1,,2024-08-14,lv,Kamala Harris,52.3
-1.1,,2024-08-14,lv,Donald Trump,47.7
-1.1,,2024-08-14,lv,Kamala Harris,48.3
-1.1,,2024-08-14,lv,Donald Trump,43.5
-0.4,Wisconsin,2024-08-14,rv,Kamala Harris,47.0
-0.4,Wisconsin,2024-08-14,rv,Donald Trump,46.1
-0.4,Wisconsin,2024-08-14,lv,Kamala Harris,47.2
-0.4,Wisconsin,2024-08-14,lv,Donald Trump,47.0
-0.4,Wisconsin,2024-08-14,rv,Kamala Harris,45.3
-0.4,Wisconsin,2024-08-14,rv,Donald Trump,43.1
-0.4,Wisconsin,2024-08-14,lv,Kamala Harris,46.2
-0.4,Wisconsin,2024-08-14,lv,Donald Trump,44.8
-0.4,,2024-08-14,lv,Kamala Harris,47.0
-0.4,,2024-08-14,lv,Donald Trump,49.0
-0.4,,2024-08-14,lv,Kamala Harris,45.0
-0.4,,2024-08-14,lv,Donald Trump,46.0
-0.3,,2024-08-14,rv,Kamala Harris,47.0
-0.3,,2024-08-14,rv,Donald Trump,44.0
-0.3,,2024-08-14,lv,Kamala Harris,49.0
-0.3,,2024-08-14,lv,Donald Trump,45.0
-1.5,North Carolina,2024-08-14,rv,Kamala Harris,49.0
-1.5,North Carolina,2024-08-14,rv,Donald Trump,46.0
-1.5,North Carolina,2024-08-14,lv,Kamala Harris,49.0
-1.5,North Carolina,2024-08-14,lv,Donald Trump,47.0
-1.5,North Carolina,2024-08-14,rv,Kamala Harris,45.0
-1.5,North Carolina,2024-08-14,rv,Donald Trump,42.0
-1.5,North Carolina,2024-08-14,lv,Kamala Harris,46.0
-1.5,North Carolina,2024-08-14,lv,Donald Trump,44.0
-1.5,Georgia,2024-08-14,rv,Kamala Harris,44.0
-1.5,Georgia,2024-08-14,rv,Donald Trump,51.0
-1.5,Georgia,2024-08-14,lv,Kamala Harris,46.0
-1.5,Georgia,2024-08-14,lv,Donald Trump,50.0
-1.5,Georgia,2024-08-14,rv,Kamala Harris,41.0
-1.5,Georgia,2024-08-14,rv,Donald Trump,47.0
-1.5,Georgia,2024-08-14,lv,Kamala Harris,44.0
-1.5,Georgia,2024-08-14,lv,Donald Trump,47.0
,,2024-08-14,lv,Kamala Harris,52.4
,,2024-08-14,lv,Donald Trump,47.6
0.1,Arizona,2024-08-14,rv,Kamala Harris,47.0
0.1,Arizona,2024-08-14,rv,Donald Trump,46.0
0.1,Nevada,2024-08-14,rv,Kamala Harris,48.0
0.1,Nevada,2024-08-14,rv,Donald Trump,42.0
-0.4,Montana,2024-08-14,rv,Kamala Harris,39.0
-0.4,Montana,2024-08-14,rv,Donald Trump,57.0
-1.1,,2024-08-13,rv,Kamala Harris,46.0
-1.1,,2024-08-13,rv,Donald Trump,44.0
-0.3,,2024-08-13,rv,Kamala Harris,47.0
-0.3,,2024-08-13,rv,Donald Trump,45.0
-0.3,,2024-08-13,lv,Kamala Harris,49.0
-0.3,,2024-08-13,lv,Donald Trump,45.0
-0.9,,2024-08-13,a,Kamala Harris,50.0
-0.9,,2024-08-13,a,Donald Trump,45.0
-0.9,,2024-08-13,rv,Kamala Harris,49.0
-0.9,,2024-08-13,rv,Donald Trump,45.0
-0.9,,2024-08-13,lv,Kamala Harris,51.0
-0.9,,2024-08-13,lv,Donald Trump,45.0
-0.9,,2024-08-13,a,Kamala Harris,47.0
-0.9,,2024-08-13,a,Donald Trump,44.0
-0.9,,2024-08-13,rv,Kamala Harris,47.0
-0.9,,2024-08-13,rv,Donald Trump,44.0
,Texas,2024-08-13,lv,Kamala Harris,46.7
,Texas,2024-08-13,lv,Donald Trump,53.3
,Montana,2024-08-12,rv,Kamala Harris,37.8
,Montana,2024-08-12,rv,Donald Trump,51.7
-0.3,,2024-08-12,rv,Kamala Harris,47.0
-0.3,,2024-08-12,rv,Donald Trump,44.0
-0.3,,2024-08-12,lv,Kamala Harris,49.0
-0.3,,2024-08-12,lv,Donald Trump,45.0
-1.1,,2024-08-12,rv,Kamala Harris,45.0
-1.1,,2024-08-12,rv,Donald Trump,45.0
-1.1,,2024-08-12,rv,Kamala Harris,49.0
-1.1,,2024-08-12,rv,Donald Trump,50.0
-0.5,Pennsylvania,2024-08-12,lv,Kamala Harris,48.0
-0.5,Pennsylvania,2024-08-12,lv,Donald Trump,45.0
-0.5,Pennsylvania,2024-08-12,lv,Kamala Harris,50.0
-0.5,Pennsylvania,2024-08-12,lv,Donald Trump,47.0
,Florida,2024-08-11,rv,Kamala Harris,46.0
,Florida,2024-08-11,rv,Donald Trump,49.0
,Florida,2024-08-11,lv,Kamala Harris,47.0
,Florida,2024-08-11,lv,Donald Trump,50.0
,Florida,2024-08-11,rv,Kamala Harris,44.0
,Florida,2024-08-11,rv,Donald Trump,47.0
,Florida,2024-08-11,lv,Kamala Harris,45.0
,Florida,2024-08-11,lv,Donald Trump,47.0
1.7,,2024-08-11,a,Kamala Harris,41.9
1.7,,2024-08-11,a,Donald Trump,39.4
1.7,,2024-08-11,rv,Kamala Harris,45.5
1.7,,2024-08-11,rv,Donald Trump,41.7
1.7,,2024-08-11,lv,Kamala Harris,46.5
1.7,,2024-08-11,lv,Donald Trump,43.7
-0.3,,2024-08-11,rv,Kamala Harris,47.0
-0.3,,2024-08-11,rv,Donald Trump,44.0
-0.3,,2024-08-11,lv,Kamala Harris,49.0
-0.3,,2024-08-11,lv,Donald Trump,45.0
,Michigan,2024-08-11,rv,Kamala Harris,48.0
,Michigan,2024-08-11,rv,Donald Trump,43.0
,Michigan,2024-08-11,rv,Kamala Harris,46.0
,Michigan,2024-08-11,rv,Donald Trump,40.0
,Pennsylvania,2024-08-11,rv,Kamala Harris,49.0
,Pennsylvania,2024-08-11,rv,Donald Trump,45.0
,Pennsylvania,2024-08-11,rv,Kamala Harris,45.0
,Pennsylvania,2024-08-11,rv,Donald Trump,41.0
,Wisconsin,2024-08-11,rv,Kamala Harris,51.0
,Wisconsin,2024-08-11,rv,Donald Trump,42.0
,Wisconsin,2024-08-11,rv,Kamala Harris,49.0
,Wisconsin,2024-08-11,rv,Donald Trump,40.0
-1.0,Florida,2024-08-11,lv,Kamala Harris,41.8
-1.0,Florida,2024-08-11,lv,Donald Trump,46.8
0.2,,2024-08-11,lv,Kamala Harris,41.0
0.2,,2024-08-11,lv,Donald Trump,43.0
-0.3,Michigan,2024-08-11,lv,Kamala Harris,43.0
-0.3,Michigan,2024-08-11,lv,Donald Trump,45.0
-0.3,Michigan,2024-08-11,lv,Kamala Harris,48.0
-0.3,Michigan,2024-08-11,lv,Donald Trump,48.0
-0.4,,2024-08-11,rv,Kamala Harris,46.0
-0.4,,2024-08-11,rv,Donald Trump,45.0
-0.2,California,2024-08-11,lv,Kamala Harris,59.0
-0.2,California,2024-08-11,lv,Donald Trump,34.0
-0.1,Pennsylvania,2024-08-11,rv,Kamala Harris,46.0
-0.1,Pennsylvania,2024-08-11,rv,Donald Trump,43.0
-0.3,,2024-08-10,rv,Kamala Harris,48.0
-0.3,,2024-08-10,rv,Donald Trump,44.0
-0.3,,2024-08-10,lv,Kamala Harris,49.0
-0.3,,2024-08-10,lv,Donald Trump,45.0
-0.3,,2024-08-09,rv,Kamala Harris,48.0
-0.3,,2024-08-09,rv,Donald Trump,44.0
-0.3,,2024-08-09,lv,Kamala Harris,50.0
-0.3,,2024-08-09,lv,Donald Trump,45.0
-1.5,Pennsylvania,2024-08-09,rv,Kamala Harris,49.0
-1.5,Pennsylvania,2024-08-09,rv,Donald Trump,46.0
-1.5,Pennsylvania,2024-08-09,lv,Kamala Harris,50.0
-1.5,Pennsylvania,2024-08-09,lv,Donald Trump,46.0
-1.5,Pennsylvania,2024-08-09,rv,Kamala Harris,45.0
-1.5,Pennsylvania,2024-08-09,rv,Donald Trump,43.0
-1.5,Pennsylvania,2024-08-09,lv,Kamala Harris,46.0
-1.5,Pennsylvania,2024-08-09,lv,Donald Trump,44.0
-1.1,North Carolina,2024-08-09,rv,Kamala Harris,46.0
-1.1,North Carolina,2024-08-09,rv,Donald Trump,46.0
-0.1,Utah,2024-08-09,rv,Kamala Harris,25.0
-0.1,Utah,2024-08-09,rv,Donald Trump,51.0
-0.1,Utah,2024-08-09,rv,Kamala Harris,28.0
-0.1,Utah,2024-08-09,rv,Donald Trump,60.0
,,2024-08-08,rv,Kamala Harris,47.2
,,2024-08-08,rv,Donald Trump,45.9
-0.3,Michigan,2024-08-08,lv,Kamala Harris,49.0
-0.3,Michigan,2024-08-08,lv,Donald Trump,47.0
0.6,Pennsylvania,2024-08-08,lv,Kamala Harris,44.4
0.6,Pennsylvania,2024-08-08,lv,Donald Trump,45.9
0.6,Arizona,2024-08-08,lv,Kamala Harris,46.5
0.6,Arizona,2024-08-08,lv,Donald Trump,47.7
0.6,Nevada,2024-08-08,lv,Kamala Harris,44.8
0.6,Nevada,2024-08-08,lv,Donald Trump,48.2
0.6,North Carolina,2024-08-08,lv,Kamala Harris,45.2
